2022-04-05 18:39:08.893109
/home/siyu_ren/pugeo_pytorch/main.py
Namespace(batch_size=8, data_path='/home/siyu_ren/pugeo_pytorch_data/', eval_xyz='D:\\PUGEO\\test_5000', gpu='0', jitter_max=0.03, jitter_sigma=0.01, learning_rate=0.001, log_dir='log_x16', max_epoch=600, min_lr=1e-05, model='model_pugeo', num_patch=58, num_point=256, num_shape_point=5000, patch_num_ratio=3, phase='train', pretrained='', reg_normal1=0.1, reg_normal2=0.1, up_ratio=16)
epoch: 115 total loss: 0.058045, cd: 0.000464, dense normal: 0.061875, sparse normal: 0.054802
epoch: 116 total loss: 0.057934, cd: 0.000463, dense normal: 0.061758, sparse normal: 0.054727
epoch: 117 total loss: 0.058073, cd: 0.000464, dense normal: 0.061650, sparse normal: 0.054621
epoch: 118 total loss: 0.057859, cd: 0.000462, dense normal: 0.061650, sparse normal: 0.054588
epoch: 119 total loss: 0.058161, cd: 0.000465, dense normal: 0.061762, sparse normal: 0.054806
epoch: 120 total loss: 0.057999, cd: 0.000463, dense normal: 0.061971, sparse normal: 0.055022
epoch: 121 total loss: 0.057888, cd: 0.000463, dense normal: 0.061571, sparse normal: 0.054615
epoch: 122 total loss: 0.057805, cd: 0.000462, dense normal: 0.061544, sparse normal: 0.054459
epoch: 123 total loss: 0.057758, cd: 0.000462, dense normal: 0.061321, sparse normal: 0.054275
epoch: 124 total loss: 0.057624, cd: 0.000461, dense normal: 0.061081, sparse normal: 0.054112
epoch: 125 total loss: 0.057684, cd: 0.000461, dense normal: 0.061271, sparse normal: 0.054336
epoch: 126 total loss: 0.057655, cd: 0.000461, dense normal: 0.061320, sparse normal: 0.054268
epoch: 127 total loss: 0.057791, cd: 0.000462, dense normal: 0.061483, sparse normal: 0.054537
epoch: 128 total loss: 0.057768, cd: 0.000462, dense normal: 0.061541, sparse normal: 0.054587
epoch: 129 total loss: 0.057850, cd: 0.000462, dense normal: 0.061586, sparse normal: 0.054628
epoch: 130 total loss: 0.057799, cd: 0.000462, dense normal: 0.061415, sparse normal: 0.054433
epoch: 131 total loss: 0.057799, cd: 0.000462, dense normal: 0.061387, sparse normal: 0.054418
epoch: 132 total loss: 0.057713, cd: 0.000461, dense normal: 0.061409, sparse normal: 0.054430
epoch: 133 total loss: 0.057563, cd: 0.000460, dense normal: 0.061232, sparse normal: 0.054186
epoch: 134 total loss: 0.057489, cd: 0.000460, dense normal: 0.061079, sparse normal: 0.054079
epoch: 135 total loss: 0.057645, cd: 0.000461, dense normal: 0.061177, sparse normal: 0.054153
epoch: 136 total loss: 0.057622, cd: 0.000461, dense normal: 0.061133, sparse normal: 0.054222
epoch: 137 total loss: 0.057546, cd: 0.000460, dense normal: 0.061224, sparse normal: 0.054217
epoch: 138 total loss: 0.057639, cd: 0.000461, dense normal: 0.061055, sparse normal: 0.054095
epoch: 139 total loss: 0.057565, cd: 0.000461, dense normal: 0.061047, sparse normal: 0.054065
epoch: 140 total loss: 0.057595, cd: 0.000461, dense normal: 0.060990, sparse normal: 0.054047
epoch: 141 total loss: 0.057491, cd: 0.000460, dense normal: 0.060937, sparse normal: 0.053989
epoch: 142 total loss: 0.057470, cd: 0.000460, dense normal: 0.060885, sparse normal: 0.053853
epoch: 143 total loss: 0.057268, cd: 0.000458, dense normal: 0.060814, sparse normal: 0.053871
epoch: 144 total loss: 0.057142, cd: 0.000457, dense normal: 0.060919, sparse normal: 0.053947
epoch: 145 total loss: 0.057367, cd: 0.000459, dense normal: 0.060794, sparse normal: 0.053859
epoch: 146 total loss: 0.057340, cd: 0.000459, dense normal: 0.060653, sparse normal: 0.053675
epoch: 147 total loss: 0.057159, cd: 0.000457, dense normal: 0.060525, sparse normal: 0.053591
epoch: 148 total loss: 0.057216, cd: 0.000458, dense normal: 0.060519, sparse normal: 0.053546
epoch: 149 total loss: 0.057317, cd: 0.000459, dense normal: 0.060600, sparse normal: 0.053665
epoch: 150 total loss: 0.057163, cd: 0.000457, dense normal: 0.060642, sparse normal: 0.053757
epoch: 151 total loss: 0.057255, cd: 0.000458, dense normal: 0.060788, sparse normal: 0.053892
epoch: 152 total loss: 0.057380, cd: 0.000460, dense normal: 0.060622, sparse normal: 0.053682
epoch: 153 total loss: 0.057122, cd: 0.000458, dense normal: 0.060259, sparse normal: 0.053351
epoch: 154 total loss: 0.057031, cd: 0.000456, dense normal: 0.060484, sparse normal: 0.053582
epoch: 155 total loss: 0.057170, cd: 0.000458, dense normal: 0.060451, sparse normal: 0.053523
epoch: 156 total loss: 0.057103, cd: 0.000457, dense normal: 0.060612, sparse normal: 0.053691
epoch: 157 total loss: 0.057264, cd: 0.000458, dense normal: 0.060628, sparse normal: 0.053803
epoch: 158 total loss: 0.057075, cd: 0.000456, dense normal: 0.060588, sparse normal: 0.053735
epoch: 159 total loss: 0.057162, cd: 0.000457, dense normal: 0.060539, sparse normal: 0.053667
epoch: 160 total loss: 0.057069, cd: 0.000457, dense normal: 0.060492, sparse normal: 0.053633
epoch: 161 total loss: 0.057174, cd: 0.000458, dense normal: 0.060224, sparse normal: 0.053382
epoch: 162 total loss: 0.056896, cd: 0.000455, dense normal: 0.060273, sparse normal: 0.053419
epoch: 163 total loss: 0.056877, cd: 0.000455, dense normal: 0.060160, sparse normal: 0.053334
epoch: 164 total loss: 0.056916, cd: 0.000456, dense normal: 0.060162, sparse normal: 0.053290
epoch: 165 total loss: 0.056791, cd: 0.000454, dense normal: 0.060198, sparse normal: 0.053420
epoch: 166 total loss: 0.056774, cd: 0.000454, dense normal: 0.060119, sparse normal: 0.053302
epoch: 167 total loss: 0.056885, cd: 0.000456, dense normal: 0.059937, sparse normal: 0.053112
epoch: 168 total loss: 0.056953, cd: 0.000456, dense normal: 0.060250, sparse normal: 0.053461
epoch: 169 total loss: 0.056855, cd: 0.000455, dense normal: 0.060062, sparse normal: 0.053314
epoch: 170 total loss: 0.056817, cd: 0.000455, dense normal: 0.060162, sparse normal: 0.053362
epoch: 171 total loss: 0.056917, cd: 0.000455, dense normal: 0.060277, sparse normal: 0.053457
epoch: 172 total loss: 0.056846, cd: 0.000455, dense normal: 0.060231, sparse normal: 0.053379
epoch: 173 total loss: 0.057001, cd: 0.000456, dense normal: 0.060217, sparse normal: 0.053425
epoch: 174 total loss: 0.056890, cd: 0.000456, dense normal: 0.060003, sparse normal: 0.053190
epoch: 175 total loss: 0.056700, cd: 0.000454, dense normal: 0.060014, sparse normal: 0.053238
epoch: 176 total loss: 0.056670, cd: 0.000453, dense normal: 0.060102, sparse normal: 0.053280
epoch: 177 total loss: 0.056665, cd: 0.000453, dense normal: 0.060149, sparse normal: 0.053346
epoch: 178 total loss: 0.056844, cd: 0.000455, dense normal: 0.060201, sparse normal: 0.053378
epoch: 179 total loss: 0.057047, cd: 0.000457, dense normal: 0.060320, sparse normal: 0.053535
epoch: 180 total loss: 0.056834, cd: 0.000455, dense normal: 0.060210, sparse normal: 0.053404
epoch: 181 total loss: 0.056789, cd: 0.000454, dense normal: 0.060206, sparse normal: 0.053442
epoch: 182 total loss: 0.056768, cd: 0.000454, dense normal: 0.060208, sparse normal: 0.053426
epoch: 183 total loss: 0.056723, cd: 0.000454, dense normal: 0.059925, sparse normal: 0.053077
epoch: 184 total loss: 0.056672, cd: 0.000453, dense normal: 0.060136, sparse normal: 0.053378
epoch: 185 total loss: 0.056813, cd: 0.000454, dense normal: 0.060163, sparse normal: 0.053421
epoch: 186 total loss: 0.056866, cd: 0.000455, dense normal: 0.060201, sparse normal: 0.053362
epoch: 187 total loss: 0.056824, cd: 0.000455, dense normal: 0.060141, sparse normal: 0.053369
epoch: 188 total loss: 0.056718, cd: 0.000454, dense normal: 0.060126, sparse normal: 0.053369
epoch: 189 total loss: 0.056786, cd: 0.000454, dense normal: 0.060100, sparse normal: 0.053259
epoch: 190 total loss: 0.056791, cd: 0.000454, dense normal: 0.060083, sparse normal: 0.053311
epoch: 191 total loss: 0.056727, cd: 0.000454, dense normal: 0.059849, sparse normal: 0.053055
epoch: 192 total loss: 0.056717, cd: 0.000454, dense normal: 0.060019, sparse normal: 0.053229
epoch: 193 total loss: 0.056603, cd: 0.000453, dense normal: 0.059809, sparse normal: 0.053021
epoch: 194 total loss: 0.056632, cd: 0.000453, dense normal: 0.059825, sparse normal: 0.053020
epoch: 195 total loss: 0.056762, cd: 0.000455, dense normal: 0.059911, sparse normal: 0.053113
epoch: 196 total loss: 0.056529, cd: 0.000453, dense normal: 0.059662, sparse normal: 0.052860
epoch: 197 total loss: 0.056637, cd: 0.000453, dense normal: 0.059946, sparse normal: 0.053165
epoch: 198 total loss: 0.056571, cd: 0.000453, dense normal: 0.059680, sparse normal: 0.052862
epoch: 199 total loss: 0.056738, cd: 0.000454, dense normal: 0.059846, sparse normal: 0.053087
epoch: 200 total loss: 0.056663, cd: 0.000454, dense normal: 0.059754, sparse normal: 0.052999
epoch: 201 total loss: 0.056442, cd: 0.000452, dense normal: 0.059612, sparse normal: 0.052864
epoch: 202 total loss: 0.056511, cd: 0.000453, dense normal: 0.059627, sparse normal: 0.052909
epoch: 203 total loss: 0.056522, cd: 0.000453, dense normal: 0.059612, sparse normal: 0.052845
epoch: 204 total loss: 0.056367, cd: 0.000451, dense normal: 0.059601, sparse normal: 0.052827
epoch: 205 total loss: 0.056577, cd: 0.000453, dense normal: 0.059690, sparse normal: 0.052976
epoch: 206 total loss: 0.056569, cd: 0.000453, dense normal: 0.059669, sparse normal: 0.052980
epoch: 207 total loss: 0.056324, cd: 0.000451, dense normal: 0.059632, sparse normal: 0.052876
epoch: 208 total loss: 0.056458, cd: 0.000452, dense normal: 0.059664, sparse normal: 0.052938
epoch: 209 total loss: 0.056517, cd: 0.000453, dense normal: 0.059601, sparse normal: 0.052881
epoch: 210 total loss: 0.056506, cd: 0.000453, dense normal: 0.059540, sparse normal: 0.052801
epoch: 211 total loss: 0.056469, cd: 0.000452, dense normal: 0.059514, sparse normal: 0.052776
epoch: 212 total loss: 0.056403, cd: 0.000452, dense normal: 0.059551, sparse normal: 0.052878
epoch: 213 total loss: 0.056511, cd: 0.000453, dense normal: 0.059519, sparse normal: 0.052837
epoch: 214 total loss: 0.056313, cd: 0.000451, dense normal: 0.059358, sparse normal: 0.052679
epoch: 215 total loss: 0.056395, cd: 0.000452, dense normal: 0.059528, sparse normal: 0.052876
epoch: 216 total loss: 0.056448, cd: 0.000452, dense normal: 0.059508, sparse normal: 0.052755
epoch: 217 total loss: 0.056382, cd: 0.000452, dense normal: 0.059245, sparse normal: 0.052543
epoch: 218 total loss: 0.056438, cd: 0.000452, dense normal: 0.059519, sparse normal: 0.052785
epoch: 219 total loss: 0.056570, cd: 0.000454, dense normal: 0.059400, sparse normal: 0.052625
epoch: 220 total loss: 0.056371, cd: 0.000452, dense normal: 0.059418, sparse normal: 0.052776
epoch: 221 total loss: 0.056410, cd: 0.000452, dense normal: 0.059317, sparse normal: 0.052617
epoch: 222 total loss: 0.056226, cd: 0.000450, dense normal: 0.059387, sparse normal: 0.052683
epoch: 223 total loss: 0.056203, cd: 0.000450, dense normal: 0.059289, sparse normal: 0.052611
epoch: 224 total loss: 0.056376, cd: 0.000452, dense normal: 0.059477, sparse normal: 0.052816
epoch: 225 total loss: 0.056361, cd: 0.000452, dense normal: 0.059238, sparse normal: 0.052609
epoch: 226 total loss: 0.056224, cd: 0.000450, dense normal: 0.059344, sparse normal: 0.052681
epoch: 227 total loss: 0.056233, cd: 0.000450, dense normal: 0.059356, sparse normal: 0.052662
epoch: 228 total loss: 0.056340, cd: 0.000451, dense normal: 0.059470, sparse normal: 0.052777
epoch: 229 total loss: 0.056462, cd: 0.000453, dense normal: 0.059345, sparse normal: 0.052673
epoch: 230 total loss: 0.056289, cd: 0.000451, dense normal: 0.059238, sparse normal: 0.052555
epoch: 231 total loss: 0.056377, cd: 0.000452, dense normal: 0.059397, sparse normal: 0.052704
epoch: 232 total loss: 0.056264, cd: 0.000451, dense normal: 0.059371, sparse normal: 0.052704
epoch: 233 total loss: 0.056355, cd: 0.000452, dense normal: 0.059329, sparse normal: 0.052553
epoch: 234 total loss: 0.056236, cd: 0.000450, dense normal: 0.059384, sparse normal: 0.052698
epoch: 235 total loss: 0.056133, cd: 0.000449, dense normal: 0.059397, sparse normal: 0.052649
epoch: 236 total loss: 0.056164, cd: 0.000450, dense normal: 0.059277, sparse normal: 0.052664
epoch: 237 total loss: 0.056218, cd: 0.000450, dense normal: 0.059274, sparse normal: 0.052545
epoch: 238 total loss: 0.056241, cd: 0.000451, dense normal: 0.059245, sparse normal: 0.052524
epoch: 239 total loss: 0.056150, cd: 0.000450, dense normal: 0.059292, sparse normal: 0.052609
epoch: 240 total loss: 0.056245, cd: 0.000451, dense normal: 0.059157, sparse normal: 0.052487
epoch: 241 total loss: 0.056009, cd: 0.000448, dense normal: 0.059352, sparse normal: 0.052670
epoch: 242 total loss: 0.056242, cd: 0.000451, dense normal: 0.059062, sparse normal: 0.052406
